,name,nationality,team,positions,age,overall,potential,contract,contract_start,contract_end,contract_length,height,weight,foot,value,wage,attacking,skill,movement,power,mentality,defending,goalkeeping,total
17874,J. Pek,Poland,Bruk-Bet Termalica Nieciecza,CDM,20,54,64,2020 ~ 2024,2020,2024,4,184,73,Left,220000.0,900.0,202,235,319,269,219,155,48,1447
17875,W. Hondermarck,France,Barnsley,CM LM,20,54,66,2021 ~ 2022,2021,2022,1,183,74,Right,250000.0,5000.0,224,241,318,281,233,148,49,1494
17876,R. O,Republic of Ireland,Dundalk FC,RM,17,54,68,2021 ~ 2023,2021,2023,2,168,59,Right,250000.0,500.0,225,225,344,222,211,84,53,1364
17877,N. Milanovic,Australia,Western United FC,CAM,19,54,68,2020 ~ 2023,2020,2023,3,185,76,Left,250000.0,500.0,202,269,323,222,197,102,47,1362
17878,J. Thompson,United Kingdom of Great Britain and Northern Ireland,FC Midtjylland,GK,22,54,64,2021 ~ 2022,2021,2022,1,187,74,Left,210000.0,2000.0,63,77,193,177,103,33,266,912
17879,Kang Eui Bin,Korea Republic,Seongnam FC,CB,23,54,64,2021 ~ 2025,2021,2025,4,188,83,Right,220000.0,750.0,148,149,259,264,186,160,46,1212
17880,J. Willis,United Kingdom of Great Britain and Northern Ireland,Walsall,CM,19,54,64,2019 ~ 2022,2019,2022,3,182,78,Right,230000.0,1000.0,250,269,320,298,277,158,43,1615
17881,L. Klußmann,Germany,Borussia Dortmund II,GK,18,54,71,2021 ~ 2022,2021,2022,1,187,84,Right,240000.0,500.0,57,65,208,194,86,33,269,912
17882,C. Wilson,United Kingdom of Great Britain and Northern Ireland,Shrewsbury Town,RWB CB,17,54,71,2021 ~ 2025,2021,2025,4,185,85,Right,250000.0,500.0,187,166,336,245,216,157,61,1368
17883,O. Hesketh,Wales,Wolverhampton Wanderers,CM CAM,18,54,70,2019 ~ 2023,2019,2023,4,180,67,Right,275000.0,3000.0,257,275,333,273,257,137,50,1582
17884,T. Wilson,United Kingdom of Great Britain and Northern Ireland,Derby County,RM,19,54,69,2019 ~ 2022,2019,2022,3,170,65,Left,250000.0,1000.0,224,260,313,242,201,83,50,1373
17885,M. Hughes,Republic of Ireland,Drogheda United,CM CDM,28,54,54,2019 ~ 2022,2019,2022,3,178,75,Right,110000.0,500.0,258,246,305,292,269,157,47,1574
17886,G. Buta,Romania,FC Farul Constanța,CDM LB CB,19,54,71,2021 ~ 2024,2021,2024,3,186,82,Right,275000.0,850.0,257,211,310,277,224,162,52,1493
17887,E. Skistad,Norway,Mjøndalen IF,CM,20,54,66,2020 ~ 2023,2020,2023,3,175,70,Right,250000.0,550.0,230,235,289,267,251,144,58,1474
17888,G. Bellagambi,United Kingdom of Great Britain and Northern Ireland,Huddersfield Town,GK,19,54,67,2018 ~ 2022,2018,2022,4,189,75,Right,220000.0,500.0,67,63,147,161,88,32,268,826
17889,S. Doherty,Republic of Ireland,Finn Harps,LM CAM,21,54,65,2019 ~ 2022,2019,2022,3,176,77,Left,240000.0,500.0,226,247,317,229,211,111,57,1398
17890,M. Traore,Senegal,Los Angeles FC,CB,18,54,68,2020 ~ 2022,2020,2022,2,182,68,Left,230000.0,500.0,174,144,277,255,193,157,49,1249
17892,D. Thomas,United Kingdom of Great Britain and Northern Ireland,Colchester United,CAM LM,17,54,69,2021 ~ 2022,2021,2022,1,183,74,Left,250000.0,500.0,220,249,315,255,225,114,53,1431
17893,A. Abdulai,United Kingdom of Great Britain and Northern Ireland,Swansea City,CDM CM,18,54,68,2021 ~ 2022,2021,2022,1,183,75,Right,240000.0,1000.0,203,233,286,243,219,152,42,1378
17894,Li Xiang,China PR,Tianjin Jinmen Tiger FC,ST,30,54,54,2021 ~ 2025,2021,2025,4,190,83,Right,110000.0,3000.0,246,182,235,311,230,72,57,1333
17895,Yang Zihao,China PR,Tianjin Jinmen Tiger FC,LB,20,54,63,2021 ~ 2025,2021,2025,4,180,79,Left,230000.0,2000.0,180,168,297,250,208,152,51,1306
17896,S. Saber,France,Dijon FCO,CDM,16,54,71,2022 ~ 2026,2022,2026,4,179,71,Right,250000.0,500.0,220,218,260,221,242,156,59,1376
17898,M. Cudjoe,Ghana,Dundee United,CAM RW,17,54,69,2021 ~ 2024,2021,2024,3,168,56,Right,250000.0,500.0,230,271,351,237,180,97,49,1415
17899,Huang Xiyang,China PR,Chongqing Liangjiang Athletic,CM CDM,36,54,54,2020 ~ 2022,2020,2022,2,178,70,Right,35000.0,1000.0,229,262,307,246,247,161,46,1498
17900,S. Das,India,SC East Bengal FC,CDM CM,25,54,60,2021 ~ 2022,2021,2022,1,173,72,Right,150000.0,500.0,197,222,292,263,233,145,45,1397
17901,T. Olsson,Sweden,IK Sirius,LWB,17,54,70,2021 ~ 2024,2021,2024,3,185,70,Left,250000.0,500.0,201,216,330,244,201,150,51,1393
17902,K. Thompson,Canada,Toronto FC,RM LM,18,54,69,2022 ~ 2024,2022,2024,2,180,79,Right,250000.0,500.0,219,230,320,275,228,125,61,1458
17903,N. Persson,Sweden,Mjällby AIF,LM LWB,17,54,70,2021 ~ 2023,2021,2023,2,180,74,Left,275000.0,500.0,239,238,311,260,225,129,41,1443
17904,I. Sakamoto,Japan,Gamba Osaka,ST CF,17,54,73,2021 ~ 2023,2021,2023,2,173,66,Right,275000.0,500.0,260,249,333,266,199,41,56,1404
17905,D. Rios,United States,Houston Dynamo,LW ST,18,54,73,2021 ~ 2022,2021,2022,1,178,66,Right,275000.0,550.0,231,249,313,233,205,108,57,1396
17906,A. Fofana,Côte d'Ivoire,Vejle Boldklub,RM CM,20,54,62,2019 ~ 2024,2019,2024,5,180,72,Right,240000.0,1000.0,246,235,301,271,257,143,53,1506
17908,R. Graham,Scotland,Dundee United,CB,20,54,68,2019 ~ 2024,2019,2024,5,187,70,Left,240000.0,800.0,177,168,252,226,192,175,52,1242
17909,B. Al Bahrani,Saudi Arabia,Al Fateh,GK,26,54,58,2013 ~ 2025,2013,2025,12,175,78,Right,120000.0,3000.0,59,62,176,163,88,51,260,859
17910,N. Wassberg,Norway,SK Brann,CM LW,17,54,76,2021 ~ 2023,2021,2023,2,178,60,Left,325000.0,500.0,230,257,335,249,247,137,60,1515
17911,M. Wagner,Germany,Türkgücü München,GK,20,54,65,2021 ~ 2024,2021,2024,3,187,86,Right,200000.0,500.0,65,80,164,208,81,31,276,905
17912,Li Yang,China PR,Wuhan FC,CB CDM,23,54,63,2021 ~ 2025,2021,2025,4,186,85,Right,220000.0,1000.0,163,148,268,273,190,160,54,1256
17913,P. Omochere,Republic of Ireland,Bohemian FC,RM ST,20,54,64,2018 ~ 2023,2018,2023,5,188,79,Right,240000.0,500.0,236,236,326,300,224,113,53,1488
17914,L. Schulze,Germany,Eintracht Braunschweig,GK,19,54,68,2021 ~ 2023,2021,2023,2,188,84,Right,220000.0,500.0,55,85,164,187,88,32,273,884
17915,L. Redfern,United Kingdom of Great Britain and Northern Ireland,Burton Albion,CB,18,54,70,2021 ~ 2022,2021,2022,1,183,75,Right,250000.0,500.0,185,193,289,261,221,159,39,1347
17916,H. Skogvold,Norway,Lillestrøm SK,LM,16,54,72,2021 ~ 2024,2021,2024,3,177,67,Right,275000.0,500.0,239,247,341,263,220,102,51,1463
17917,H. Røsten,Norway,Rosenborg BK,CB,16,54,76,2022 ~ 2024,2022,2024,2,192,82,Right,325000.0,500.0,171,165,261,244,212,166,57,1276
17918,C. Tyler,Wales,Coventry City,GK,19,54,70,2019 ~ 2023,2019,2023,4,203,89,Right,250000.0,1000.0,60,64,153,162,84,33,266,822
17919,L. Becker,Germany,SV Wehen Wiesbaden,GK,19,54,66,2021 ~ 2022,2021,2022,1,193,73,Right,220000.0,500.0,64,69,154,156,90,28,269,830
17921,C. Bustamante,Chile,Club de Deportes Cobresal,CB,19,54,66,2021 ~ 2022,2021,2022,1,179,75,Right,240000.0,500.0,149,132,284,236,189,167,56,1213
17922,K. Stephensen,Norway,Mjøndalen IF,CM,30,54,54,2020 ~ 2022,2020,2022,2,188,72,Right,100000.0,750.0,258,226,251,307,217,121,48,1428
17923,O. Ngom,France,Chamois Niortais Football Club,CM,17,54,70,2022 ~ 2026,2022,2026,4,184,75,Right,275000.0,500.0,234,239,303,258,262,162,50,1508
17924,R. Gaikwad,India,SC East Bengal FC,CB RB,30,54,54,2021 ~ 2022,2021,2022,1,180,76,Right,90000.0,500.0,170,188,293,261,200,157,54,1323
17925,T. Ku,United States,D.C. United,RM CM,19,54,63,2022 ~ 2023,2022,2023,1,175,73,Right,230000.0,750.0,236,241,313,243,220,101,38,1392
17926,Jung Min Woo,Korea Republic,Gangwon FC,ST RM,20,54,64,2020 ~ 2022,2020,2022,2,179,71,Right,240000.0,1000.0,242,245,292,258,246,108,47,1438
17927,N. Ødegård,Norway,Molde FK,CDM RM,17,54,74,2021 ~ 2024,2021,2024,3,189,88,Right,275000.0,500.0,241,243,328,319,249,148,52,1580
17928,N. Sheppard,Wales,Dundalk FC,GK,20,54,68,2022 ~ 2022,2022,2022,0,184,77,Right,230000.0,500.0,62,83,178,191,108,30,279,931
17929,R. Shirley,United Kingdom of Great Britain and Northern Ireland,Plymouth Argyle,ST,18,54,73,2021 ~ 2022,2021,2022,1,177,64,Right,275000.0,950.0,236,236,371,288,192,63,55,1441
17930,N. Hansson,Sweden,IK Sirius,CB,17,54,67,2021 ~ 2023,2021,2023,2,186,80,Left,230000.0,500.0,177,156,272,248,181,161,55,1250
17931,A. Dohling,India,FC Goa,CB RB,25,54,61,2019 ~ 2022,2019,2022,3,175,67,Right,200000.0,500.0,182,171,315,271,186,163,54,1342
17932,A. Kumar,India,Bengaluru FC,LB RB,24,54,58,2020 ~ 2023,2020,2023,3,174,65,Right,140000.0,500.0,176,209,325,259,188,150,48,1355
17933,Z. Ryan,United States,New York Red Bulls,ST,22,54,61,2022 ~ 2022,2022,2022,0,183,79,Right,220000.0,1000.0,250,223,297,285,242,104,39,1440
17934,M. Andersen,Norway,FK Bodø/Glimt,GK,20,54,69,2019 ~ 2023,2019,2023,4,185,75,Right,230000.0,500.0,66,59,162,166,75,30,269,827
17935,H. Lintott,United Kingdom of Great Britain and Northern Ireland,Gillingham,RB,18,54,66,2021 ~ 2022,2021,2022,1,185,79,Right,240000.0,500.0,185,186,312,265,216,147,44,1355
17936,A. Fouad,Saudi Arabia,Ettifaq FC,LB CB,19,54,71,2019 ~ 2022,2019,2022,3,178,65,Left,275000.0,2000.0,184,168,292,265,199,155,59,1322
17937,K. Corbally,Republic of Ireland,St. Patrick's Athletic,CM LB,17,54,66,2019 ~ 2022,2019,2022,3,173,64,Left,240000.0,500.0,247,267,334,254,254,142,50,1548
17938,C. O,United Kingdom of Great Britain and Northern Ireland,Crewe Alexandra,CB,17,54,70,2021 ~ 2022,2021,2022,1,193,79,Right,250000.0,500.0,169,162,261,231,191,161,42,1217
17939,J. Gould,Wales,Swansea City,GK,24,54,60,2018 ~ 2022,2018,2022,4,196,82,Left,140000.0,2000.0,62,70,175,197,98,33,273,908
17940,C. dos Santos,United States,Inter Miami CF,GK,20,54,66,2022 ~ 2024,2022,2024,2,194,85,Right,230000.0,600.0,64,62,150,176,95,32,266,845
17941,R. Matsui,Japan,Kawasaki Frontale,CM,21,54,64,2021 ~ 2023,2021,2023,2,178,71,Right,240000.0,1000.0,219,249,305,250,255,142,51,1471
17942,M. Epolo,Belgium,Standard de Liège,GK,16,54,75,2021 ~ 2023,2021,2023,2,183,75,Right,300000.0,500.0,48,47,146,167,65,27,282,782
17943,R. Austin,Wales,Wrexham AFC,CB,18,54,69,2021 ~ 2023,2021,2023,2,192,83,Right,230000.0,500.0,166,163,283,248,197,159,41,1257
17944,R. Aguiar,United Kingdom of Great Britain and Northern Ireland,Swindon Town,CM,20,54,64,2021 ~ 2022,2021,2022,1,175,68,Right,240000.0,2000.0,244,257,336,229,241,133,51,1491
17945,T. Rask,Sweden,IFK Norrköping,CB,21,54,65,2020 ~ 2022,2020,2022,2,189,84,Right,230000.0,750.0,172,184,270,260,183,166,49,1284
17946,A. Powell,United Kingdom of Great Britain and Northern Ireland,Peterborough United,LWB,18,54,68,2021 ~ 2023,2021,2023,2,172,72,Left,240000.0,550.0,169,176,340,212,231,168,50,1346
17947,A. Procter,United Kingdom of Great Britain and Northern Ireland,Accrington Stanley,CB,19,54,69,2021 ~ 2023,2021,2023,2,181,72,Left,240000.0,500.0,184,198,301,272,212,152,50,1369
17948,L. Otto,Germany,1. FC Kaiserslautern,GK,20,54,67,2019 ~ 2022,2019,2022,3,189,83,Right,230000.0,500.0,59,73,143,176,71,29,273,824
17950,M. Cleworth,United Kingdom of Great Britain and Northern Ireland,Wrexham AFC,CB RB,18,54,67,2020 ~ 2024,2020,2024,4,191,87,Right,230000.0,500.0,164,157,294,262,199,159,53,1288
17951,C. Harfas,Romania,Gaz Metan Mediaş,CDM CM,18,54,69,2022 ~ 2022,2022,2022,0,180,70,Right,240000.0,500.0,188,206,290,236,250,160,48,1378
17952,S. Singh,India,Hyderabad FC,RM LM,29,54,54,"May 31, 2022 On Loan",0,0,0,178,65,Right,110000.0,550.0,240,237,334,254,205,83,64,1417
17953,B. Baggley,United Kingdom of Great Britain and Northern Ireland,Fleetwood Town,CM,19,54,65,2018 ~ 2024,2018,2024,6,170,65,Right,230000.0,1000.0,216,251,330,238,236,136,49,1456
17954,B. Johnsplass,Norway,FK Bodø/Glimt,RB,17,54,72,2021 ~ 2023,2021,2023,2,178,72,Right,250000.0,500.0,186,183,310,217,206,157,57,1316
17955,A. Carnier,France,TSG Hoffenheim,CB RB,17,54,71,2022 ~ 2025,2022,2025,3,181,70,Right,250000.0,500.0,194,172,290,247,204,168,48,1323
17956,J. Hull,United Kingdom of Great Britain and Northern Ireland,Hartlepool United,CB,19,54,68,"Jun 30, 2022 On Loan",0,0,0,198,94,Right,240000.0,900.0,169,140,211,240,170,161,52,1143
17957,A. Hrosu,Ukraine,Górnik Zabrze,CM,20,54,64,2021 ~ 2023,2021,2023,2,175,65,Right,240000.0,950.0,244,261,330,297,237,121,51,1541
17958,Heo Ja Woong,Korea Republic,Seongnam FC,GK,23,54,64,2020 ~ 2022,2020,2022,2,184,80,Right,210000.0,550.0,75,85,143,166,75,34,273,851
17959,T. McGill,United Kingdom of Great Britain and Northern Ireland,Brighton & Hove Albion,GK,21,54,67,2018 ~ 2022,2018,2022,4,185,80,Right,230000.0,4000.0,53,75,158,179,87,34,273,859
17960,S. Aas,Norway,Odds BK,CM,17,54,74,2020 ~ 2023,2020,2023,3,181,74,Right,300000.0,500.0,229,251,324,272,258,131,49,1514
17961,E. Ilesanmi,United Kingdom of Great Britain and Northern Ireland,Harrogate Town,ST,16,54,64,2021 ~ 2022,2021,2022,1,188,79,Right,220000.0,500.0,229,202,289,309,221,54,50,1354
17962,L. Rhöse,Sweden,Kalmar FF,LWB,20,54,62,2021 ~ 2025,2021,2025,4,187,81,Right,230000.0,500.0,180,187,295,237,219,149,52,1319
17963,S. Jansen,Netherlands,Go Ahead Eagles,GK,16,54,68,2020 ~ 2022,2020,2022,2,192,78,Right,210000.0,500.0,78,82,157,184,93,33,271,898
17964,J. Nowakowski,Poland,Radomiak Radom,CM,19,54,65,2018 ~ 2022,2018,2022,4,176,69,Right,230000.0,500.0,230,256,317,267,235,137,60,1502
17965,Sun Kai,China PR,Chongqing Liangjiang Athletic,LB,30,54,54,2021 ~ 2022,2021,2022,1,178,72,Left,90000.0,1000.0,193,230,309,253,207,139,52,1383
17966,B. Akehurst,United Kingdom of Great Britain and Northern Ireland,Gillingham,LB CM,17,54,70,2021 ~ 2022,2021,2022,1,180,70,Left,250000.0,500.0,193,235,319,267,211,150,52,1427
17967,C. Pye,United Kingdom of Great Britain and Northern Ireland,Morecambe,LB,17,54,71,2021 ~ 2023,2021,2023,2,170,70,Left,250000.0,500.0,205,202,328,252,228,146,52,1413
17968,J. Hoffmann,Germany,SG Dynamo Dresden,ST,17,54,74,2022 ~ 2025,2022,2025,3,185,75,Right,300000.0,550.0,234,213,295,280,220,65,46,1353
17970,N. Naorem,India,FC Goa,LM LW,21,54,64,2021 ~ 2025,2021,2025,4,172,68,Right,240000.0,500.0,230,244,329,269,215,93,53,1433
17971,J. Cisternas,Chile,CD Antofagasta,GK,18,54,67,2020 ~ 2023,2020,2023,3,184,75,Right,220000.0,500.0,56,77,172,177,93,32,268,875
17972,J. Jackson,United States,New England Revolution,GK,21,54,68,2022 ~ 2023,2022,2023,1,180,86,Right,230000.0,600.0,99,113,179,195,106,45,264,1001
17973,K. Thompson,United Kingdom of Great Britain and Northern Ireland,Birmingham City,CM,20,54,64,2019 ~ 2022,2019,2022,3,185,73,Right,240000.0,2000.0,230,255,289,288,215,120,45,1442
17974,R. Denuit,Belgium,Seraing,CB,19,54,66,2021 ~ 2025,2021,2025,4,184,78,Right,240000.0,1000.0,172,166,282,256,210,161,48,1295
17976,J. Nowaczek,Poland,Górnik Łęczna,GK,19,54,66,2020 ~ 2023,2020,2023,3,185,75,Right,220000.0,500.0,59,85,154,171,77,35,269,850
17977,Zhang Gong,China PR,Guangzhou City,CM CDM LB,29,54,54,2017 ~ 2024,2017,2024,7,183,74,Right,100000.0,2000.0,228,228,291,319,256,163,56,1541
17978,S. Butler,Wales,Swansea City,CB,18,54,70,2021 ~ 2022,2021,2022,1,185,77,Right,250000.0,1000.0,149,136,268,225,190,173,41,1182
17979,Z. Silini,Algeria,Seraing,ST,17,54,71,2021 ~ 2025,2021,2025,4,184,81,Right,275000.0,550.0,234,208,276,284,195,46,48,1291
17980,J. Andersson,Sweden,Degerfors IF,CM,18,54,67,2021 ~ 2023,2021,2023,2,184,76,Right,250000.0,500.0,222,243,282,294,239,154,61,1495
17981,K. Gordon,United Kingdom of Great Britain and Northern Ireland,Sheffield United,CB,19,54,71,2019 ~ 2022,2019,2022,3,185,70,Right,275000.0,2000.0,185,185,267,246,193,166,41,1283
17982,A. Caia,Romania,FC Botoşani,RW,18,54,62,2020 ~ 2022,2020,2022,2,178,70,Right,230000.0,800.0,261,241,315,250,202,82,49,1400
17983,C. Tourish,Republic of Ireland,Finn Harps,CB RB,26,54,57,2022 ~ 2022,2022,2022,0,188,82,Right,130000.0,500.0,161,140,262,249,187,165,45,1209
17984,N. Törnqvist,Sweden,Mjällby AIF,GK,19,54,70,2020 ~ 2023,2020,2023,3,195,82,Left,250000.0,500.0,66,76,205,176,87,28,275,913
17985,J. Hinds,United Kingdom of Great Britain and Northern Ireland,Hull City,ST,18,54,69,2021 ~ 2022,2021,2022,1,175,72,Right,250000.0,950.0,240,237,307,266,240,78,51,1419
17986,M. Irshad,India,NorthEast United FC,CDM CB,26,54,56,2021 ~ 2024,2021,2024,3,176,79,Right,120000.0,500.0,226,222,293,292,229,154,47,1463
17987,L. Chambers,United Kingdom of Great Britain and Northern Ireland,Oxford United,CM RB,19,54,68,2021 ~ 2022,2021,2022,1,180,72,Right,250000.0,1000.0,220,256,336,268,237,149,40,1506
17988,A. Jashari,Switzerland,FC Luzern,CM CDM,18,54,74,2020 ~ 2025,2020,2025,5,181,82,Left,300000.0,800.0,243,288,292,265,234,135,47,1504
17989,N. Botić,Australia,Western United FC,ST,19,54,71,2021 ~ 2023,2021,2023,2,183,74,Right,275000.0,500.0,233,212,271,264,205,49,46,1280
17990,S. Nilsen,Norway,Sarpsborg 08 FF,GK,21,54,66,2020 ~ 2023,2020,2023,3,191,75,Right,230000.0,500.0,61,71,173,175,109,34,268,891
17991,M. McDonnell,Republic of Ireland,Longford Town,CB,29,54,54,2018 ~ 2022,2018,2022,4,190,86,Right,90000.0,500.0,158,137,211,258,196,162,57,1179
17992,J. Klöpper,Germany,SV Meppen,RM,19,54,67,2021 ~ 2022,2021,2022,1,190,80,Right,250000.0,500.0,248,216,271,291,208,69,42,1345
17994,W. Lancaster,United Kingdom of Great Britain and Northern Ireland,Barnsley,CDM CM,18,54,70,2018 ~ 2022,2018,2022,4,183,70,Right,250000.0,2000.0,191,228,288,275,233,150,56,1421
17995,Dinpuia,India,Jamshedpur FC,CB,24,54,60,2021 ~ 2024,2021,2024,3,180,78,Right,150000.0,500.0,182,174,285,284,188,163,44,1320
17996,A. Ocampo,United States,Seattle Sounders FC,ST,19,54,68,2019 ~ 2022,2019,2022,3,176,64,Right,250000.0,850.0,240,230,307,267,226,69,42,1381
17997,H. Al Slais,Saudi Arabia,Ettifaq FC,ST,20,54,68,2020 ~ 2025,2020,2025,5,182,82,Right,250000.0,4000.0,234,193,253,307,213,53,45,1298
17998,M. Riisnæs,Norway,Vålerenga Fotball,CM,16,54,77,2021 ~ 2023,2021,2023,2,180,68,Right,325000.0,500.0,225,237,339,270,252,135,55,1513
17999,I. Ziani,Belgium,Royale Union Saint-Gilloise,CAM,18,54,70,2021 ~ 2023,2021,2023,2,180,70,Right,275000.0,850.0,223,262,306,265,238,125,40,1459
18000,P. Kouame,Sweden,IF Elfsborg,RW LW,20,54,67,2020 ~ 2022,2020,2022,2,174,65,Right,250000.0,750.0,231,224,350,265,201,77,52,1400
18001,M. Young,United Kingdom of Great Britain and Northern Ireland,Leyton Orient,CM,18,54,68,2021 ~ 2022,2021,2022,1,168,70,Right,250000.0,850.0,249,252,305,268,235,127,114,1550
18002,M. Al Nakhli,Saudi Arabia,Al Fateh,RW,25,54,55,2018 ~ 2022,2018,2022,4,172,63,Left,130000.0,5000.0,228,249,351,200,185,72,58,1343
18003,Liao Chengjian,China PR,Shijiazhuang Ever Bright F.C.,RB LB,27,54,54,2020 ~ 2022,2020,2022,2,182,75,Right,100000.0,1000.0,160,153,272,247,200,180,59,1271
18004,T. Dyce,United Kingdom of Great Britain and Northern Ireland,Sunderland,LB CB,20,54,64,2021 ~ 2022,2021,2022,1,183,80,Left,230000.0,1000.0,166,164,275,257,199,166,43,1270
18005,Hëzimjan Ërpan,China PR,Qingdao FC,ST,22,54,63,2021 ~ 2024,2021,2024,3,178,65,Right,240000.0,2000.0,202,209,349,299,216,57,49,1381
18006,Yang Wanshun,China PR,Tianjin Jinmen Tiger FC,LW LM,25,54,55,2021 ~ 2024,2021,2024,3,178,75,Right,130000.0,2000.0,239,238,336,291,228,153,46,1531
18007,K. Fukaya,Japan,Sagan Tosu,GK,23,54,62,2021 ~ 2023,2021,2023,2,184,75,Right,210000.0,500.0,84,72,181,179,98,41,265,920
18008,K. Thatal,India,Jamshedpur FC,LM RM,20,54,67,2021 ~ 2024,2021,2024,3,163,64,Right,250000.0,500.0,202,232,376,190,219,73,50,1342
18009,F. Carstensen,Denmark,Silkeborg IF,RM LM,19,54,69,2021 ~ 2026,2021,2026,5,179,70,Right,250000.0,1000.0,230,235,316,253,200,60,52,1346
18010,V. Borcea,Romania,FC Dinamo 1948 Bucureşti,CM CAM CDM,19,54,70,2020 ~ 2025,2020,2025,5,175,71,Right,275000.0,550.0,205,235,320,276,248,148,53,1485
18011,Lee Ji Hoon,Korea Republic,Jeonbuk Hyundai Motors,RM LM,19,54,72,2021 ~ 2022,2021,2022,1,177,71,Right,275000.0,1000.0,205,238,333,241,219,92,46,1374
18012,G. Cörüt,Turkey,GZT Giresunspor,GK,21,54,62,2020 ~ 2023,2020,2023,3,179,70,Right,210000.0,1000.0,53,71,148,150,75,32,261,790
18013,R. Yamahara,Japan,Shimizu S-Pulse,RB,22,54,64,2022 ~ 2023,2022,2023,1,164,65,Right,230000.0,650.0,180,139,310,243,204,167,46,1289
18014,D. Bravo,Chile,CD Huachipato,CM,18,54,64,2021 ~ 2024,2021,2024,3,174,72,Right,230000.0,500.0,226,232,302,262,238,117,54,1431
18015,J. Liburd,Denmark,SønderjyskE,RW,19,54,66,2020 ~ 2022,2020,2022,2,181,72,Left,250000.0,1000.0,211,239,332,237,218,93,55,1385
18016,Lee Han Beom,Korea Republic,FC Seoul,CB,19,54,73,2021 ~ 2022,2021,2022,1,190,84,Right,275000.0,500.0,175,185,253,241,210,160,47,1271
18017,J. Davies,United Kingdom of Great Britain and Northern Ireland,Milton Keynes Dons,CB,18,54,71,2019 ~ 2022,2019,2022,3,188,81,Left,250000.0,500.0,201,206,303,262,222,159,46,1399
18018,S. Kvia,Norway,Viking FK,RW,18,54,72,2021 ~ 2023,2021,2023,2,176,73,Right,275000.0,500.0,235,244,320,253,197,73,50,1372
18019,W. Sutton,United Kingdom of Great Britain and Northern Ireland,Oldham Athletic,CB,18,54,70,2020 ~ 2022,2020,2022,2,181,70,Right,250000.0,550.0,159,152,274,255,186,159,57,1242
18020,V. Sima,Romania,CS Mioveni,GK,23,54,61,2021 ~ 2023,2021,2023,2,190,83,Right,180000.0,600.0,53,63,172,184,86,31,271,860
18021,Song Jun Seok,Korea Republic,Gangwon FC,LWB LM,20,54,65,2021 ~ 2022,2021,2022,1,174,68,Left,230000.0,850.0,195,245,320,274,232,153,54,1473
18022,B. Sunderland,United States,FC Cincinnati,GK,18,54,68,2020 ~ 2025,2020,2025,5,185,77,Right,220000.0,500.0,60,74,160,180,74,30,272,850
18023,B. James,United Kingdom of Great Britain and Northern Ireland,Middlesbrough,GK,21,54,66,2017 ~ 2022,2017,2022,5,187,79,Right,230000.0,2000.0,70,79,160,188,88,42,262,889
18024,Liu Shibo,China PR,Guangzhou FC,GK,24,54,62,2016 ~ 2024,2016,2024,8,189,78,Right,210000.0,2000.0,91,91,217,199,129,54,264,1045
18025,W. Rivera,Puerto Rico,Orlando City Soccer Club,LM CF,17,54,69,2021 ~ 2023,2021,2023,2,167,67,Left,250000.0,500.0,219,224,360,212,192,76,44,1327
18026,J. Granlund,Norway,Sandefjord Fotball,GK,21,54,63,2017 ~ 2022,2017,2022,5,188,80,Right,210000.0,500.0,56,63,171,170,77,29,266,832
18027,T. Singh,India,NorthEast United FC,LB,26,54,55,2021 ~ 2024,2021,2024,3,169,67,Left,120000.0,500.0,183,184,338,251,201,149,61,1367
18028,A. Al Haizan,Saudi Arabia,Al Tai,ST,20,54,70,2020 ~ 2023,2020,2023,3,180,70,Right,275000.0,3000.0,249,229,297,279,229,60,56,1399
18029,I. Cissokho,Senegal,FK Haugesund,CAM,18,54,70,2022 ~ 2022,2022,2022,0,178,68,Right,275000.0,500.0,225,250,334,225,209,125,47,1415
18030,I. Vanmalsawma,India,Odisha FC,LM,24,54,57,2021 ~ 2023,2021,2023,2,169,65,Right,150000.0,500.0,224,264,336,255,231,89,50,1449
18031,J. Szpaderski,Poland,Radomiak Radom,GK,22,54,64,2021 ~ 2023,2021,2023,2,191,84,Right,210000.0,500.0,66,74,158,165,89,33,271,856
18032,R. Cronvall,Sweden,Varbergs BoIS FC,ST,19,54,66,2020 ~ 2022,2020,2022,2,175,65,Right,250000.0,500.0,225,202,326,273,203,45,51,1325
18033,M. Ruth,Scotland,Aberdeen,ST,19,54,68,2019 ~ 2022,2019,2022,3,183,75,Right,250000.0,900.0,231,200,295,286,215,88,49,1364
18034,Chen Jie,China PR,Chongqing Liangjiang Athletic,CM CDM,31,54,54,2020 ~ 2026,2020,2026,6,175,75,Right,90000.0,2000.0,225,237,289,311,258,163,49,1532
18035,A. Stenseth,Norway,Strømsgodset IF,LW,20,54,63,2020 ~ 2022,2020,2022,2,186,77,Right,240000.0,700.0,231,229,302,247,199,67,55,1330
